SystemCodeNumber,Capacity,Occupancy,LastUpdated,Occupancy Rate (%)
BHMEURBRD02,220,34,2016-12-11 15:25:45,15.45
BHMEURBRD02,220,33,2016-12-11 15:59:46,15
BHMEURBRD02,220,34,2016-12-11 16:25:46,15.45
BHMEURBRD02,220,60,2016-12-12 8:02:45,27.27
BHMEURBRD02,220,88,2016-12-12 8:29:50,40
BHMEURBRD02,220,139,2016-12-12 9:02:45,63.18
BHMEURBRD02,220,164,2016-12-12 9:29:48,74.55
BHMEURBRD02,220,186,2016-12-12 10:02:49,84.55
BHMEURBRD02,220,197,2016-12-12 10:29:50,89.55
BHMEURBRD02,220,202,2016-12-12 11:02:50,91.82
BHMEURBRD02,220,205,2016-12-12 11:29:51,93.18
BHMEURBRD02,220,217,2016-12-12 11:55:49,98.64
BHMEURBRD02,220,214,2016-12-12 12:29:50,97.27
BHMEURBRD02,220,217,2016-12-12 12:56:46,98.64
BHMEURBRD02,220,212,2016-12-12 13:29:50,96.36
BHMEURBRD02,220,216,2016-12-12 14:02:50,98.18
BHMEURBRD02,220,217,2016-12-12 14:29:49,98.64
BHMEURBRD02,220,216,2016-12-12 14:55:51,98.18
BHMEURBRD02,220,206,2016-12-12 15:29:47,93.64
BHMEURBRD02,220,197,2016-12-12 15:56:51,89.55
BHMEURBRD02,220,178,2016-12-12 16:29:51,80.91
BHMEURBRD02,220,58,2016-12-13 8:02:51,26.36
BHMEURBRD02,220,84,2016-12-13 8:29:53,38.18
BHMEURBRD02,220,144,2016-12-13 9:02:55,65.45
BHMEURBRD02,220,169,2016-12-13 9:29:54,76.82
BHMEURBRD02,220,196,2016-12-13 9:55:56,89.09
BHMEURBRD02,220,215,2016-12-13 10:29:54,97.73
BHMEURBRD02,220,220,2016-12-13 11:02:54,100
BHMEURBRD02,220,218,2016-12-13 11:29:55,99.09
BHMEURBRD02,220,219,2016-12-13 12:02:55,99.55
BHMEURBRD02,220,214,2016-12-13 12:29:55,97.27
BHMEURBRD02,220,216,2016-12-13 13:02:55,98.18
BHMEURBRD02,220,213,2016-12-13 13:55:56,96.82
BHMEURBRD02,220,205,2016-12-13 14:29:57,93.18
BHMEURBRD02,220,203,2016-12-13 14:56:52,92.27
BHMEURBRD02,220,193,2016-12-13 15:28:52,87.73
BHMEURBRD02,220,188,2016-12-13 16:02:56,85.45
BHMEURBRD02,220,174,2016-12-13 16:29:56,79.09
BHMEURBRD02,220,79,2016-12-14 8:03:01,35.91
BHMEURBRD02,220,131,2016-12-14 8:43:00,59.55
BHMEURBRD02,220,175,2016-12-14 9:03:01,79.55
BHMEURBRD02,220,191,2016-12-14 9:29:57,86.82
BHMEURBRD02,220,217,2016-12-14 10:02:59,98.64
BHMEURBRD02,220,209,2016-12-14 10:30:01,95
BHMEURBRD02,220,174,2016-12-14 11:30:01,79.09
BHMEURBRD02,220,179,2016-12-14 12:02:58,81.36
BHMEURBRD02,220,182,2016-12-14 12:30:00,82.73
BHMEURBRD02,220,184,2016-12-14 13:03:02,83.64
BHMEURBRD02,220,181,2016-12-14 13:29:57,82.27
BHMEURBRD02,220,184,2016-12-14 14:03:00,83.64
BHMEURBRD02,220,179,2016-12-14 14:30:01,81.36
BHMEURBRD02,220,175,2016-12-14 14:56:03,79.55
BHMEURBRD02,220,170,2016-12-14 15:30:00,77.27
BHMEURBRD02,220,161,2016-12-14 15:56:02,73.18
BHMEURBRD02,220,145,2016-12-14 16:30:00,65.91
BHMEURBRD02,220,46,2016-12-15 7:57:02,20.91
BHMEURBRD02,220,83,2016-12-15 8:30:06,37.73
BHMEURBRD02,220,133,2016-12-15 9:03:06,60.45
BHMEURBRD02,220,151,2016-12-15 9:30:04,68.64
BHMEURBRD02,220,165,2016-12-15 9:57:02,75
BHMEURBRD02,220,170,2016-12-15 10:30:07,77.27
BHMEURBRD02,220,179,2016-12-15 11:03:05,81.36
BHMEURBRD02,220,182,2016-12-15 11:26:03,82.73
BHMEURBRD02,220,186,2016-12-15 12:00:02,84.55
BHMEURBRD02,220,186,2016-12-15 12:26:03,84.55
BHMEURBRD02,220,187,2016-12-15 13:00:07,85
BHMEURBRD02,220,189,2016-12-15 13:26:08,85.91
BHMEURBRD02,220,191,2016-12-15 14:00:06,86.82
BHMEURBRD02,220,191,2016-12-15 14:26:06,86.82
BHMEURBRD02,220,185,2016-12-15 15:00:07,84.09
BHMEURBRD02,220,185,2016-12-15 15:26:03,84.09
BHMEURBRD02,220,180,2016-12-15 16:03:03,81.82
BHMEURBRD02,220,161,2016-12-15 16:30:07,73.18
BHMEURBRD02,220,58,2016-12-16 7:59:09,26.36
BHMEURBRD02,220,80,2016-12-16 8:30:12,36.36
BHMEURBRD02,220,128,2016-12-16 9:03:07,58.18
BHMEURBRD02,220,136,2016-12-16 9:30:12,61.82
BHMEURBRD02,220,144,2016-12-16 10:03:09,65.45
BHMEURBRD02,220,151,2016-12-16 10:29:08,68.64
BHMEURBRD02,220,156,2016-12-16 11:03:08,70.91
BHMEURBRD02,220,158,2016-12-16 11:30:10,71.82
BHMEURBRD02,220,156,2016-12-16 11:56:10,70.91
BHMEURBRD02,220,155,2016-12-16 12:30:11,70.45
BHMEURBRD02,220,152,2016-12-16 12:56:12,69.09
BHMEURBRD02,220,148,2016-12-16 13:30:12,67.27
BHMEURBRD02,220,147,2016-12-16 13:56:11,66.82
BHMEURBRD02,220,151,2016-12-16 14:30:10,68.64
BHMEURBRD02,220,144,2016-12-16 14:56:11,65.45
BHMEURBRD02,220,139,2016-12-16 15:30:10,63.18
BHMEURBRD02,220,142,2016-12-16 16:03:11,64.55
BHMEURBRD02,220,132,2016-12-16 16:30:12,60
BHMEURBRD02,220,47,2016-12-17 7:59:15,21.36
BHMEURBRD02,220,48,2016-12-17 8:26:15,21.82
BHMEURBRD02,220,49,2016-12-17 9:00:13,22.27
BHMEURBRD02,220,51,2016-12-17 9:26:17,23.18
BHMEURBRD02,220,51,2016-12-17 9:59:17,23.18
BHMEURBRD02,220,53,2016-12-17 10:33:17,24.09
BHMEURBRD02,220,53,2016-12-17 11:00:17,24.09
BHMEURBRD02,220,51,2016-12-17 11:33:16,23.18
BHMEURBRD02,220,53,2016-12-17 12:00:17,24.09
BHMEURBRD02,220,51,2016-12-17 12:26:17,23.18
BHMEURBRD02,220,52,2016-12-17 13:00:18,23.64
BHMEURBRD02,220,55,2016-12-17 13:27:17,25
BHMEURBRD02,220,62,2016-12-17 14:00:17,28.18
BHMEURBRD02,220,62,2016-12-17 14:30:19,28.18
BHMEURBRD02,220,60,2016-12-17 15:03:18,27.27
BHMEURBRD02,220,61,2016-12-17 15:30:19,27.73
BHMEURBRD02,220,60,2016-12-17 15:57:15,27.27
BHMEURBRD02,220,63,2016-12-17 16:30:16,28.64
BHMEURBRD02,220,48,2016-12-18 8:03:24,21.82
BHMEURBRD02,220,25,2016-12-18 8:30:20,11.36
BHMEURBRD02,220,26,2016-12-18 8:56:20,11.82
BHMEURBRD02,220,27,2016-12-18 9:30:21,12.27
BHMEURBRD02,220,25,2016-12-18 9:56:24,11.36
BHMEURBRD02,220,26,2016-12-18 10:30:23,11.82
BHMEURBRD02,220,25,2016-12-18 11:03:25,11.36
BHMEURBRD02,220,25,2016-12-18 11:30:22,11.36
BHMEURBRD02,220,23,2016-12-18 12:03:23,10.45
BHMEURBRD02,220,23,2016-12-18 12:30:25,10.45
BHMEURBRD02,220,23,2016-12-18 12:56:26,10.45
BHMEURBRD02,220,26,2016-12-18 13:30:26,11.82
BHMEURBRD02,220,28,2016-12-18 14:03:26,12.73
BHMEURBRD02,220,33,2016-12-18 14:30:27,15
BHMEURBRD02,220,35,2016-12-18 14:56:25,15.91
BHMEURBRD02,220,37,2016-12-18 15:30:24,16.82
BHMEURBRD02,220,40,2016-12-18 16:03:27,18.18
BHMEURBRD02,220,45,2016-12-18 16:30:25,20.45
BHMEURBRD02,220,53,2016-12-19 8:03:29,24.09
BHMEURBRD02,220,82,2016-12-19 8:30:28,37.27
BHMEURBRD02,220,126,2016-12-19 9:03:33,57.27
BHMEURBRD02,220,144,2016-12-19 9:30:30,65.45
BHMEURBRD02,220,156,2016-12-19 9:56:32,70.91
BHMEURBRD02,220,164,2016-12-19 10:30:33,74.55
BHMEURBRD02,220,169,2016-12-19 11:03:31,76.82
BHMEURBRD02,220,174,2016-12-19 11:30:30,79.09
BHMEURBRD02,220,182,2016-12-19 12:03:32,82.73
BHMEURBRD02,220,183,2016-12-19 12:30:32,83.18
BHMEURBRD02,220,186,2016-12-19 13:03:30,84.55
BHMEURBRD02,220,190,2016-12-19 13:30:35,86.36
BHMEURBRD02,220,190,2016-12-19 14:03:31,86.36
BHMEURBRD02,220,191,2016-12-19 14:30:33,86.82
BHMEURBRD02,220,193,2016-12-19 15:03:34,87.73
BHMEURBRD02,220,187,2016-12-19 15:29:33,85
BHMEURBRD02,220,175,2016-12-19 16:03:35,79.55
BHMEURBRD02,220,167,2016-12-19 16:30:35,75.91
BHMMBMMBX01,687,264,2016-10-04 7:59:42,38.43
BHMMBMMBX01,687,302,2016-10-04 8:25:42,43.96
BHMMBMMBX01,687,346,2016-10-04 8:59:42,50.36
BHMMBMMBX01,687,414,2016-10-04 9:32:46,60.26
BHMMBMMBX01,687,485,2016-10-04 9:59:48,70.6
BHMMBMMBX01,687,530,2016-10-04 10:26:49,77.15
BHMMBMMBX01,687,573,2016-10-04 10:59:48,83.41
BHMMBMMBX01,687,604,2016-10-04 11:25:47,87.92
BHMMBMMBX01,687,634,2016-10-04 11:59:44,92.29
BHMMBMMBX01,687,648,2016-10-04 12:29:45,94.32
BHMMBMMBX01,687,651,2016-10-04 13:02:48,94.76
BHMMBMMBX01,687,648,2016-10-04 13:29:45,94.32
BHMMBMMBX01,687,637,2016-10-04 14:02:47,92.72
BHMMBMMBX01,687,627,2016-10-04 14:29:49,91.27
BHMMBMMBX01,687,593,2016-10-04 14:57:13,86.32
BHMMBMMBX01,687,572,2016-10-04 15:30:14,83.26
BHMMBMMBX01,687,511,2016-10-04 16:04:12,74.38
BHMMBMMBX01,687,471,2016-10-04 16:31:14,68.56
BHMMBMMBX01,687,282,2016-10-05 7:57:17,41.05
BHMMBMMBX01,687,330,2016-10-05 8:30:15,48.03
BHMMBMMBX01,687,395,2016-10-05 9:04:19,57.5
BHMMBMMBX01,687,464,2016-10-05 9:30:15,67.54
BHMMBMMBX01,687,536,2016-10-05 10:04:15,78.02
BHMMBMMBX01,687,578,2016-10-05 10:30:17,84.13
BHMMBMMBX01,687,619,2016-10-05 11:04:19,90.1
BHMMBMMBX01,687,640,2016-10-05 11:30:18,93.16
BHMMBMMBX01,687,650,2016-10-05 12:04:14,94.61
BHMMBMMBX01,687,661,2016-10-05 12:30:16,96.22
BHMMBMMBX01,687,663,2016-10-05 12:57:15,96.51
BHMMBMMBX01,687,638,2016-10-05 13:30:19,92.87
BHMMBMMBX01,687,635,2016-10-05 13:57:20,92.43
BHMMBMMBX01,687,620,2016-10-05 14:30:17,90.25
BHMMBMMBX01,687,584,2016-10-05 14:57:19,85.01
BHMMBMMBX01,687,555,2016-10-05 15:30:15,80.79
BHMMBMMBX01,687,513,2016-10-05 16:04:18,74.67
BHMMBMMBX01,687,465,2016-10-05 16:30:17,67.69
BHMMBMMBX01,687,356,2016-10-06 7:57:25,51.82
BHMMBMMBX01,687,392,2016-10-06 8:30:20,57.06
BHMMBMMBX01,687,447,2016-10-06 8:57:22,65.07
BHMMBMMBX01,687,505,2016-10-06 9:30:20,73.51
BHMMBMMBX01,687,549,2016-10-06 10:03:20,79.91
BHMMBMMBX01,687,578,2016-10-06 10:30:20,84.13
BHMMBMMBX01,687,591,2016-10-06 10:57:20,86.03
BHMMBMMBX01,687,614,2016-10-06 11:30:22,89.37
BHMMBMMBX01,687,648,2016-10-06 12:04:24,94.32
BHMMBMMBX01,687,659,2016-10-06 12:30:24,95.92
BHMMBMMBX01,687,600,2016-10-06 12:57:21,87.34
BHMMBMMBX01,687,585,2016-10-06 13:30:21,85.15
BHMMBMMBX01,687,582,2016-10-06 13:57:22,84.72
BHMMBMMBX01,687,570,2016-10-06 14:30:23,82.97
BHMMBMMBX01,687,547,2016-10-06 15:04:22,79.62
BHMMBMMBX01,687,519,2016-10-06 15:31:22,75.55
BHMMBMMBX01,687,501,2016-10-06 16:04:23,72.93
BHMMBMMBX01,687,479,2016-10-06 16:30:27,69.72
BHMMBMMBX01,687,423,2016-10-07 8:03:27,61.57
BHMMBMMBX01,687,443,2016-10-07 8:30:27,64.48
BHMMBMMBX01,687,501,2016-10-07 9:04:13,72.93
BHMMBMMBX01,687,531,2016-10-07 9:30:27,77.29
BHMMBMMBX01,687,569,2016-10-07 9:57:27,82.82
BHMMBMMBX01,687,606,2016-10-07 10:30:27,88.21
BHMMBMMBX01,687,622,2016-10-07 10:57:30,90.54
BHMMBMMBX01,687,643,2016-10-07 11:30:28,93.6
BHMMBMMBX01,687,660,2016-10-07 12:03:29,96.07
BHMMBMMBX01,687,665,2016-10-07 12:30:28,96.8
BHMMBMMBX01,687,667,2016-10-07 13:04:28,97.09
BHMMBMMBX01,687,653,2016-10-07 13:30:29,95.05
BHMMBMMBX01,687,636,2016-10-07 14:03:28,92.58
BHMMBMMBX01,687,616,2016-10-07 14:30:32,89.67
BHMMBMMBX01,687,598,2016-10-07 15:04:30,87.05
BHMMBMMBX01,687,582,2016-10-07 15:30:32,84.72
BHMMBMMBX01,687,542,2016-10-07 15:57:31,78.89
BHMMBMMBX01,687,535,2016-10-07 16:30:29,77.87
BHMMBMMBX01,687,392,2016-10-08 7:57:38,57.06
BHMMBMMBX01,687,393,2016-10-08 8:30:37,57.21
BHMMBMMBX01,687,400,2016-10-08 8:57:34,58.22
BHMMBMMBX01,687,421,2016-10-08 9:30:37,61.28
BHMMBMMBX01,687,431,2016-10-08 10:04:34,62.74
BHMMBMMBX01,687,442,2016-10-08 10:30:34,64.34
BHMMBMMBX01,687,446,2016-10-08 10:57:34,64.92
BHMMBMMBX01,687,457,2016-10-08 11:30:38,66.52
BHMMBMMBX01,687,478,2016-10-08 12:04:34,69.58
BHMMBMMBX01,687,497,2016-10-08 12:30:36,72.34
BHMMBMMBX01,687,529,2016-10-08 13:04:39,77
BHMMBMMBX01,687,539,2016-10-08 13:30:36,78.46
BHMMBMMBX01,687,572,2016-10-08 14:03:38,83.26
BHMMBMMBX01,687,593,2016-10-08 14:30:35,86.32
BHMMBMMBX01,687,600,2016-10-08 14:57:41,87.34
BHMMBMMBX01,687,614,2016-10-08 15:30:39,89.37
BHMMBMMBX01,687,612,2016-10-08 16:04:39,89.08
BHMMBMMBX01,687,610,2016-10-08 16:30:42,88.79
BHMMBMMBX01,687,288,2016-10-09 8:04:40,41.92
BHMMBMMBX01,687,288,2016-10-09 8:30:45,41.92
BHMMBMMBX01,687,286,2016-10-09 9:04:46,41.63
BHMMBMMBX01,687,292,2016-10-09 9:30:45,42.5
BHMMBMMBX01,687,300,2016-10-09 9:57:41,43.67
BHMMBMMBX01,687,303,2016-10-09 10:30:43,44.1
BHMMBMMBX01,687,300,2016-10-09 11:04:44,43.67
BHMMBMMBX01,687,306,2016-10-09 11:30:41,44.54
BHMMBMMBX01,687,302,2016-10-09 11:57:46,43.96
BHMMBMMBX01,687,302,2016-10-09 12:30:41,43.96
BHMMBMMBX01,687,310,2016-10-09 13:04:43,45.12
BHMMBMMBX01,687,313,2016-10-09 13:30:42,45.56
BHMMBMMBX01,687,348,2016-10-09 14:03:42,50.66
BHMMBMMBX01,687,355,2016-10-09 14:30:42,51.67
BHMMBMMBX01,687,364,2016-10-09 15:04:44,52.98
BHMMBMMBX01,687,366,2016-10-09 15:30:46,53.28
BHMMBMMBX01,687,364,2016-10-09 16:03:43,52.98
BHMMBMMBX01,687,335,2016-10-09 16:30:43,48.76
BHMMBMMBX01,687,249,2016-10-10 8:04:47,36.24
BHMMBMMBX01,687,285,2016-10-10 8:30:47,41.48
BHMMBMMBX01,687,354,2016-10-10 9:04:47,51.53
BHMMBMMBX01,687,408,2016-10-10 9:30:49,59.39
BHMMBMMBX01,687,466,2016-10-10 10:03:48,67.83
BHMMBMMBX01,687,500,2016-10-10 10:30:48,72.78
BHMMBMMBX01,687,511,2016-10-10 10:57:52,74.38
BHMMBMMBX01,687,526,2016-10-10 11:30:48,76.56
BHMMBMMBX01,687,537,2016-10-10 11:57:49,78.17
BHMMBMMBX01,687,547,2016-10-10 12:30:48,79.62
BHMMBMMBX01,687,554,2016-10-10 13:04:49,80.64
BHMMBMMBX01,687,547,2016-10-10 13:30:49,79.62
BHMMBMMBX01,687,532,2016-10-10 14:03:49,77.44
BHMMBMMBX01,687,524,2016-10-10 14:30:49,76.27
BHMMBMMBX01,687,513,2016-10-10 14:57:54,74.67
BHMMBMMBX01,687,471,2016-10-10 15:30:49,68.56
BHMMBMMBX01,687,453,2016-10-10 15:57:55,65.94
BHMMBMMBX01,687,415,2016-10-10 16:30:49,60.41
BHMMBMMBX01,687,314,2016-10-11 8:04:57,45.71
BHMMBMMBX01,687,341,2016-10-11 8:30:54,49.64
BHMMBMMBX01,687,381,2016-10-11 8:57:56,55.46
BHMMBMMBX01,687,445,2016-10-11 9:30:55,64.77
BHMMBMMBX01,687,501,2016-10-11 9:57:59,72.93
BHMMBMMBX01,687,548,2016-10-11 10:30:54,79.77
BHMMBMMBX01,687,574,2016-10-11 10:57:55,83.55
BHMMBMMBX01,687,602,2016-10-11 11:30:59,87.63
BHMMBMMBX01,687,633,2016-10-11 12:03:55,92.14
BHMMBMMBX01,687,628,2016-10-11 12:30:56,91.41
BHMMBMMBX01,687,642,2016-10-11 13:04:00,93.45
BHMMBMMBX01,687,638,2016-10-11 13:31:01,92.87
BHMMBMMBX01,687,638,2016-10-11 14:04:00,92.87
BHMMBMMBX01,687,611,2016-10-11 14:30:56,88.94
BHMMBMMBX01,687,601,2016-10-11 15:03:58,87.48
BHMMBMMBX01,687,568,2016-10-11 15:33:56,82.68
BHMMBMMBX01,687,532,2016-10-11 16:01:00,77.44
BHMMBMMBX01,687,489,2016-10-11 16:26:56,71.18
BHMMBMMBX01,687,333,2016-10-12 8:04:00,48.47
BHMMBMMBX01,687,355,2016-10-12 8:31:01,51.67
BHMMBMMBX01,687,405,2016-10-12 9:03:59,58.95
BHMMBMMBX01,687,439,2016-10-12 9:26:58,63.9
BHMMBMMBX01,687,498,2016-10-12 10:01:04,72.49
BHMMBMMBX01,687,548,2016-10-12 10:31:04,79.77
BHMMBMMBX01,687,580,2016-10-12 11:04:01,84.43
BHMMBMMBX01,687,600,2016-10-12 11:31:05,87.34
BHMMBMMBX01,687,617,2016-10-12 12:04:04,89.81
BHMMBMMBX01,687,633,2016-10-12 12:31:05,92.14
BHMMBMMBX01,687,642,2016-10-12 13:04:04,93.45
BHMMBMMBX01,687,631,2016-10-12 13:34:03,91.85
BHMMBMMBX01,687,612,2016-10-12 14:03:59,89.08
BHMMBMMBX01,687,600,2016-10-12 14:34:04,87.34
BHMMBMMBX01,687,583,2016-10-12 15:01:03,84.86
BHMMBMMBX01,687,546,2016-10-12 15:30:59,79.48
BHMMBMMBX01,687,527,2016-10-12 15:57:05,76.71
BHMMBMMBX01,687,474,2016-10-12 16:31:05,69
BHMMBMMBX01,687,338,2016-10-13 7:57:02,49.2
BHMMBMMBX01,687,369,2016-10-13 8:31:06,53.71
BHMMBMMBX01,687,426,2016-10-13 9:04:02,62.01
BHMMBMMBX01,687,431,2016-10-13 9:31:01,62.74
BHMMBMMBX01,687,474,2016-10-13 9:57:08,69
BHMMBMMBX01,687,516,2016-10-13 10:31:03,75.11
BHMMBMMBX01,687,532,2016-10-13 11:04:08,77.44
BHMMBMMBX01,687,549,2016-10-13 11:31:06,79.91
BHMMBMMBX01,687,568,2016-10-13 11:57:06,82.68
BHMMBMMBX01,687,578,2016-10-13 12:31:08,84.13
BHMMBMMBX01,687,601,2016-10-13 13:04:04,87.48
BHMMBMMBX01,687,589,2016-10-13 13:31:08,85.74
BHMMBMMBX01,687,583,2016-10-13 13:57:07,84.86
BHMMBMMBX01,687,577,2016-10-13 14:31:06,83.99
BHMMBMMBX01,687,548,2016-10-13 15:04:08,79.77
BHMMBMMBX01,687,523,2016-10-13 15:31:08,76.13
BHMMBMMBX01,687,499,2016-10-13 16:04:08,72.63
BHMMBMMBX01,687,468,2016-10-13 16:31:08,68.12
BHMMBMMBX01,687,321,2016-10-14 8:01:05,46.72
BHMMBMMBX01,687,345,2016-10-14 8:27:10,50.22
BHMMBMMBX01,687,394,2016-10-14 9:01:08,57.35
BHMMBMMBX01,687,439,2016-10-14 9:27:10,63.9
BHMMBMMBX01,687,470,2016-10-14 10:01:11,68.41
BHMMBMMBX01,687,489,2016-10-14 10:27:09,71.18
BHMMBMMBX01,687,504,2016-10-14 11:01:07,73.36
BHMMBMMBX01,687,531,2016-10-14 11:27:06,77.29
BHMMBMMBX01,687,535,2016-10-14 12:01:11,77.87
BHMMBMMBX01,687,530,2016-10-14 12:27:06,77.15
BHMMBMMBX01,687,531,2016-10-14 13:01:11,77.29
BHMMBMMBX01,687,544,2016-10-14 13:27:07,79.18
BHMMBMMBX01,687,546,2016-10-14 14:01:11,79.48
BHMMBMMBX01,687,522,2016-10-14 14:34:08,75.98
BHMMBMMBX01,687,514,2016-10-14 15:01:12,74.82
BHMMBMMBX01,687,503,2016-10-14 15:27:08,73.22
BHMMBMMBX01,687,464,2016-10-14 16:01:11,67.54
BHMMBMMBX01,687,422,2016-10-14 16:34:08,61.43
BHMMBMMBX01,687,255,2016-10-15 8:01:11,37.12
BHMMBMMBX01,687,262,2016-10-15 8:34:10,38.14
BHMMBMMBX01,687,277,2016-10-15 9:01:09,40.32
BHMMBMMBX01,687,290,2016-10-15 9:27:11,42.21
BHMMBMMBX01,687,321,2016-10-15 10:01:12,46.72
BHMMBMMBX01,687,325,2016-10-15 10:27:15,47.31
BHMMBMMBX01,687,323,2016-10-15 11:01:14,47.02
BHMMBMMBX01,687,327,2016-10-15 11:27:14,47.6
BHMMBMMBX01,687,333,2016-10-15 12:01:12,48.47
BHMMBMMBX01,687,335,2016-10-15 12:27:10,48.76
BHMMBMMBX01,687,361,2016-10-15 13:01:14,52.55
BHMMBMMBX01,687,416,2016-10-15 13:34:13,60.55
BHMMBMMBX01,687,457,2016-10-15 14:01:13,66.52
BHMMBMMBX01,687,480,2016-10-15 14:27:12,69.87
BHMMBMMBX01,687,486,2016-10-15 15:01:13,70.74
BHMMBMMBX01,687,498,2016-10-15 15:27:12,72.49
BHMMBMMBX01,687,497,2016-10-15 16:01:15,72.34
BHMMBMMBX01,687,479,2016-10-15 16:27:16,69.72
BHMMBMMBX01,687,244,2016-10-16 8:04:13,35.52
BHMMBMMBX01,687,265,2016-10-16 8:27:13,38.57
BHMMBMMBX01,687,342,2016-10-16 9:01:15,49.78
BHMMBMMBX01,687,400,2016-10-16 9:27:13,58.22
BHMMBMMBX01,687,450,2016-10-16 10:04:13,65.5
BHMMBMMBX01,687,471,2016-10-16 10:34:13,68.56
BHMMBMMBX01,687,494,2016-10-16 11:01:13,71.91
BHMMBMMBX01,687,548,2016-10-16 11:27:17,79.77
BHMMBMMBX01,687,598,2016-10-16 12:01:16,87.05
BHMMBMMBX01,687,624,2016-10-16 12:27:14,90.83
BHMMBMMBX01,687,640,2016-10-16 13:01:16,93.16
BHMMBMMBX01,687,613,2016-10-16 13:27:17,89.23
BHMMBMMBX01,687,583,2016-10-16 14:01:18,84.86
BHMMBMMBX01,687,540,2016-10-16 14:34:14,78.6
BHMMBMMBX01,687,520,2016-10-16 15:01:18,75.69
BHMMBMMBX01,687,473,2016-10-16 15:31:18,68.85
BHMMBMMBX01,687,441,2016-10-16 15:57:16,64.19
BHMMBMMBX01,687,381,2016-10-16 16:31:17,55.46
BHMMBMMBX01,687,267,2016-10-17 8:01:16,38.86
BHMMBMMBX01,687,294,2016-10-17 8:27:16,42.79
BHMMBMMBX01,687,346,2016-10-17 9:01:17,50.36
BHMMBMMBX01,687,386,2016-10-17 9:27:20,56.19
BHMMBMMBX01,687,445,2016-10-17 10:04:20,64.77
BHMMBMMBX01,687,485,2016-10-17 10:31:16,70.6
BHMMBMMBX01,687,513,2016-10-17 11:04:20,74.67
BHMMBMMBX01,687,529,2016-10-17 11:31:18,77
BHMMBMMBX01,687,540,2016-10-17 12:04:19,78.6
BHMMBMMBX01,687,535,2016-10-17 12:31:21,77.87
BHMMBMMBX01,687,539,2016-10-17 12:57:17,78.46
BHMMBMMBX01,687,547,2016-10-17 13:31:21,79.62
BHMMBMMBX01,687,557,2016-10-17 14:04:21,81.08
BHMMBMMBX01,687,549,2016-10-17 14:31:21,79.91
BHMMBMMBX01,687,531,2016-10-17 14:57:18,77.29
BHMMBMMBX01,687,520,2016-10-17 15:31:21,75.69
BHMMBMMBX01,687,485,2016-10-17 15:57:17,70.6
BHMMBMMBX01,687,455,2016-10-17 16:28:21,66.23
BHMMBMMBX01,687,297,2016-10-18 8:01:23,43.23
BHMMBMMBX01,687,328,2016-10-18 8:28:25,47.74
BHMMBMMBX01,687,374,2016-10-18 9:01:23,54.44
BHMMBMMBX01,687,429,2016-10-18 9:28:22,62.45
BHMMBMMBX01,687,494,2016-10-18 10:01:25,71.91
BHMMBMMBX01,687,535,2016-10-18 10:28:58,77.87
BHMMBMMBX01,687,570,2016-10-18 11:01:57,82.97
BHMMBMMBX01,687,578,2016-10-18 11:27:56,84.13
BHMMBMMBX01,687,596,2016-10-18 12:01:59,86.75
BHMMBMMBX01,687,592,2016-10-18 12:27:57,86.17
BHMMBMMBX01,687,608,2016-10-18 13:01:56,88.5
BHMMBMMBX01,687,616,2016-10-18 13:28:57,89.67
BHMMBMMBX01,687,604,2016-10-18 13:54:59,87.92
BHMMBMMBX01,687,585,2016-10-18 14:27:56,85.15
BHMMBMMBX01,687,554,2016-10-18 15:01:58,80.64
BHMMBMMBX01,687,529,2016-10-18 15:27:59,77
BHMMBMMBX01,687,519,2016-10-18 15:55:00,75.55
BHMMBMMBX01,687,468,2016-10-18 16:27:54,68.12
BHMMBMMBX01,687,318,2016-10-19 8:05:03,46.29
BHMMBMMBX01,687,341,2016-10-19 8:25:01,49.64
BHMMBMMBX01,687,390,2016-10-19 8:58:05,56.77
BHMMBMMBX01,687,458,2016-10-19 9:32:04,66.67
BHMMBMMBX01,687,508,2016-10-19 9:58:04,73.94
BHMMBMMBX01,687,553,2016-10-19 10:25:04,80.49
BHMMBMMBX01,687,591,2016-10-19 10:59:00,86.03
BHMMBMMBX01,687,592,2016-10-19 11:25:04,86.17
BHMMBMMBX01,687,611,2016-10-19 11:59:05,88.94
BHMMBMMBX01,687,624,2016-10-19 12:25:00,90.83
BHMMBMMBX01,687,641,2016-10-19 12:58:01,93.3
BHMMBMMBX01,687,639,2016-10-19 13:25:03,93.01
BHMMBMMBX01,687,647,2016-10-19 13:58:02,94.18
BHMMBMMBX01,687,617,2016-10-19 14:32:03,89.81
BHMMBMMBX01,687,589,2016-10-19 14:58:03,85.74
BHMMBMMBX01,687,532,2016-10-19 15:32:05,77.44
BHMMBMMBX01,687,499,2016-10-19 15:59:01,72.63
BHMMBMMBX01,687,477,2016-10-19 16:25:03,69.43
BHMMBMMBX01,687,251,2016-10-22 7:59:45,36.54
BHMMBMMBX01,687,255,2016-10-22 8:26:46,37.12
BHMMBMMBX01,687,277,2016-10-22 8:59:44,40.32
BHMMBMMBX01,687,301,2016-10-22 9:26:47,43.81
BHMMBMMBX01,687,317,2016-10-22 9:59:44,46.14
BHMMBMMBX01,687,335,2016-10-22 10:26:47,48.76
BHMMBMMBX01,687,350,2016-10-22 10:59:47,50.95
BHMMBMMBX01,687,359,2016-10-22 11:32:43,52.26
